KEGG	Name	Formula	MetaNetX	ModelSEED	BiGG	ChEBI	MetaCyc	SABIO-RK	Reactome
C15604	Prenal	C5H8O(C5H8)n-1	MNXM148467			137934			
C15605	N-Formyl-D-kynurenine	C11H12N2O4	MNXM727854	cpd11254		55476;60051		23280	
C15606	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one	C6H10O3S	MNXM494	cpd11255	12d3k5m;M00245;dhmtp	49252;58795	CPD-85		R-ALL-1237155
C15607	3-Oxo-3-ureidopropanoate	C4H6N2O4	MNXM1891	cpd11256		49049;58775	CPD-7299		
C15608	Flavone	C15H10O2	MNXM727067	cpd06933		42491	CPD-8485;Neoflavonoids		
C15609	3',5'-Dihydroxyflavanone	C15H12O4	MNXM729583	cpd11258					
C15610	Cholest-5-ene-3beta,26-diol	C27H46O2	MNXM1103693	cpd03781	M00625;xol27oh	17703;76591	CPD-7287		R-ALL-176617;R-ALL-193804;R-ALL-193846
C15612	Senecionine N-oxide	C18H25NO6	MNXM1108193	cpd11261		52070			
C15613	(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA	C48H80N7O20P3S	MNXM1103601	cpd11262	cholcoar	37642;58677	CPD-71		R-ALL-192096;R-ALL-192308
C15614	(24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA	C48H80N7O21P3S	MNXM1106013	cpd03233;cpd11263;cpd24766	HC01459	27458;52050;59807	CPD-7275		R-ALL-193422;R-ALL-193741;R-ALL-193793
C15615	7-Hydroxyisoflavone	C15H10O3	MNXM734636	cpd11264		12256;77616			
C15616	7-Methoxyisoflavone	C16H12O3	MNXM738197	cpd11265		12257			
C15617	Pirinixic acid	C14H14ClN3O2S	MNXM76983	cpd11266		32509			
C15618	Sobetirome	C20H24O4	MNXM82319	cpd11267		79988			
C15619	Am 580	C22H25NO3	MNXM37291	cpd11268		64210			
C15620	GW 6471	C35H36F3N3O5	MNXM55793	cpd11269		79989;91846			
C15622	GW 7647	C29H46N2O3S	MNXM95040	cpd11270		70778			
C15623	GW 409544	C31H30N2O5	MNXM55792	cpd11271		79990			
C15624	GW 2433	C28H28Cl3FN2O4	MNXM55789	cpd11272		47112			
C15625	GW 0742	C21H17F4NO3S2	MNXM55786	cpd11273		79991			
C15626	GW 1929	C30H29N3O4	MNXM55788	cpd11274		79992;91548			
C15627	GW 9662	C13H9ClN2O3	MNXM55795	cpd11275		79993			
C15628	SR 12813	C24H42O7P2	MNXM82678	cpd11276		77317			
C15629	CGP 52608	C8H12N4OS2	MNXM46210	cpd11277		79994			
C15630	T 0901317	C17H12F9NO3S	MNXM83234	cpd11278		39976		31528	
C15631	GW 3965	C33H31ClF3NO3	MNXM55790	cpd11279		79995			
C15632	24(S),25-Epoxycholesterol	C27H44O2	MNXM35607	cpd11280		41633			
C15633	5,6-24(S),25-Diepoxycholesterol	C27H44O3	MNXM37901	cpd11281		79996			
C15634	Arotinoid acid	C24H28O2	MNXM42621	cpd11282		75261;93197			
C15635	GW 4064	C28H22Cl3NO4	MNXM724787	cpd11283		79997;93125			
C15636	6-Ethylchenodeoxycholic acid	C26H44O4	MNXM38677	cpd11284		43602			
C15637	Pregnenolone carbonitrile	C22H31NO2	MNXM78007	cpd11285		35591			
C15638	3-Androstanol	C19H32O	MNXM36338	cpd11286		79998			
C15639	CITCO	C19H12Cl3N3OS	MNXM723508	cpd11287		47318;92928			
C15640	LG 100268	C24H29NO2	MNXM60048	cpd11288		43621			
C15641	XCT 790	C23H13F9N4O3S	MNXM89168	cpd11289		79999			
C15642	GSK 4716	C17H18N2O2	MNXM55692	cpd11290		80000			
C15643	Dexamethasone	C22H29FO5	MNXM49224	cpd11291		41879	CPD-10549		
C15644	GW 0791	C25H30O3	MNXM55787	cpd11292		80001			
C15645	1-(1-Alkenyl)-sn-glycerol	C5H9O3R	MNXM1107818						
C15646	1-(1-Alkenyl)-sn-glycero-3-phosphate	C5H10O6PR	MNXM1107814						
C15647	2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate	C6H9O7PR2	MNXM728924	cpd14506					
C15648	Octachlorocamphene	C10H8Cl8	MNXM65271	cpd11293		80002			
C15649	Fexaramine	C32H36N2O3	MNXM53332	cpd11294		80003;92597			
C15650	2,3-Diketo-5-methylthiopentyl-1-phosphate	C6H11O6PS	MNXM162358	cpd11295	dkmpp	50604;58828	CPD-8999		R-ALL-1237176
C15651	2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate	C6H11O6PS	MNXM735601	cpd11296	2h3k5m	50605;59505	2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP		
C15652	Neomycin C	C23H46N6O13	MNXM12448	cpd11297		53634;65077	CPD-14141		
C15653	Peptide-L-methionine (R)-S-oxide	C6H10N2O3SR2	MNXM731289						
C15654	Kni 102	C31H41N5O7	MNXM59143	cpd11298		80005			
C15655	Kynostatin 272	C33H41N5O6S2	MNXM59235	cpd11299		80006			
C15656	alpha-N-Acetyl-D-glucosaminyl-(1->4)-beta-D-glucuronosyl-(1->3)-beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosylproteoglycan	C35H55N3O28R2	MNXM730638	cpd14508		80007			
C15657	BILA 2185BS	C35H46N4O4S	MNXM44273	cpd11300		80008			
C15658	6-(alpha-D-Glucosaminyl)-1D-myo-inositol	C12H23NO10	MNXM4408	cpd11301		44230;58700	CPD-15459		
C15659	TMC 126	C28H38N2O8S	MNXM87340	cpd11302		49568			
C15660	A 77003	C44H58N8O6	MNXM39837	cpd11303		40492			
C15661	A 80987	C37H43N5O6	MNXM39839	cpd11304		80009			
C15662	Dmp 323	C35H38N2O5	MNXM51413	cpd11305		42082			
C15663	CMN 131	C7H8N2S. HCl	MNXM47342	cpd11306		80010			
C15664	B 823-08	C16H14F3N3OS	MNXM43224	cpd11307		80011			
C15665	Ro 18-5364	C22H25N3O3S	MNXM81015	cpd11308		80012			
C15666	(7R)-7-(4-Carboxybutanamido)cephalosporanate	C15H18N2O8S	MNXM3402	cpd11309		41425;58693	CPD-7270	23297	
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	C9H14N3O9P	MNXM728322	cpd11310;cpd25523	5caiz	48000;58730	CPD0-181	23298	
C15668	1-Pyrroline	C4H7N	MNXM1880	cpd11311	CE1944	19092;36781	CPD-6124	23299	
C15669	Teicoplanin A3	C66H57Cl2N8O23(R3)	MNXM83498	cpd14509		80013			
C15670	Heme A	C49H56FeN4O6	MNXM737850		hemeA	36163;61715			
C15672	Heme O	C49H58FeN4O5	MNXM1107744		hemeO	60530	CPD-17063		
C15673	2-Dehydro-L-idonate	C6H10O7	MNXM2177	cpd11314		19543;36602	CPD-13059	2527	
C15674	Myxothiazol A	C25H33N3O3S2	MNXM62871	cpd11315					
C15675	Myxothiazol Z	C26H34N2O4S2	MNXM62872	cpd11316		80014			
C15676	HC-toxin	C21H32N4O6	MNXM738212	cpd11317					
C15677	Leinamycin	C22H26N2O6S3	MNXM59865	cpd11318		80015	CPD-21472		
C15678	Chalcomycin	C35H56O14	MNXM736530	cpd11319		80016			
C15679	Lankamycin	C42H72O16	MNXM59720	cpd11320		80017			
C15680	Mycinamicin II	C37H61NO13	MNXM738937			80018			
C15681	Mycinamicin III	C36H59NO11	MNXM2694	cpd11322		63207;63308	CPD-13820		
C15682	Mycinamicin VI	C35H57NO11	MNXM5221	cpd11323		63285;63311	CPD-13823		
C15683	Mycinamicin VII	C29H47NO7	MNXM62692	cpd11324		80019	CPD-15932		
C15684	Mycinamicin VIII	C29H47NO6	MNXM62693	cpd11325		80020	CPD-15933		
C15685	Protomycinolide IV	C21H32O4	MNXM740269	cpd11326		80021	CPD-15934		
C15686	Arthrofactin	C64H111N11O20	MNXM42710	cpd11327		80022			
C15687	Borrelidin	C28H43NO6	MNXM736251			78661			
C15688	Vicenistatin	C30H48N2O4	MNXM88848	cpd11329		80023			
C15689	Aureothin	C22H23NO6	MNXM735985			80024	CPD-13144		
C15690	Salinomycin	C42H70O11	MNXM725411	cpd11331		80025			
C15691	Anabaenopeptilide 90A	C46H64N8O14	MNXM42014	cpd11332		80026	CPD-10369		
C15692	Anabaenopeptilide 90B	C45H61ClN8O14	MNXM1108207			80027			
C15693	Barbamide	C20H23Cl3N2O2S	MNXM43314	cpd11334		80028	CPD-10375		
C15694	Epothilone C	C26H39NO5S	MNXM737647	cpd11335		80029			
C15695	Complestatin	C61H45Cl6N7O15	MNXM103779	cpd11336		65619;66093			
C15696	Melithiazol A	C20H26N2O4S2	MNXM61357	cpd11337		80030			
C15697	Nostopeptolide A1	C53H80N10O14	MNXM64988	cpd11338		80031	CPD-10371		
C15698	Nostopeptolide A2	C52H78N10O14	MNXM64989	cpd11339		80032	CPD-10370		
C15699	gamma-L-Glutamylputrescine	C9H19N3O3	MNXM731265	cpd11340;cpd15478	ggptrc	48005;58731	GAMMA-GLUTAMYL-PUTRESCINE		
C15700	gamma-Glutamyl-gamma-aminobutyraldehyde	C9H16N2O4	MNXM1378	cpd11341	ggbutal	61508;61521	GAMMA-GLUTAMYL-GAMMA-AMINOBUTYRALDEH		
C15701	Syringolin A	C24H39N5O6	MNXM83229	cpd11342		80033			
C15702	Tubulysin A	C43H65N5O10S	MNXM88270	cpd11343		80034			
C15703	Tubulysin B	C42H63N5O10S	MNXM88271	cpd11344		80035			
C15704	Tubulysin D	C43H65N5O9S	MNXM88272	cpd11345		80036			
C15705	Tubulysin E	C42H63N5O9S	MNXM88273	cpd11346		80037			
C15706	Spinosyn H	C40H63NO10	MNXM82600	cpd11347		80038			
C15707	Spinosyn J	C40H63NO10	MNXM82602	cpd11348		80039			
C15708	Spinosyn K	C40H63NO10	MNXM82603	cpd11349		80040			
C15709	Spinosyn P	C39H61NO10	MNXM82604	cpd11350		80041			
C15710	Phoslactomycin B	C25H40NO8P	MNXM75075	cpd11351		80042	CPD-22120		
C15711	Balhimycin	C66H73Cl2N9O24	MNXM43287	cpd11352		47250	CPD-17525		
C15712	Melithiazole E	C20H26N2O4S2	MNXM61358	cpd11353		65716			
C15713	Nodularin	C41H60N8O10	MNXM739186			80043			
C15714	Myxochromide S1	C38H54N6O8	MNXM62864	cpd11355		80044			
C15715	Myxochromide S2	C39H56N6O8	MNXM62865	cpd11356		80045			
C15716	Myxochromide S3	C40H56N6O8	MNXM62866	cpd11357		80046			
C15717	ECO 02301	C70H108N2O20	MNXM51807	cpd11358;cpd33497		80047	CPD-16932		
C15718	Pyoverdine I	C55H83N17O22	MNXM740312	cpd11359		80048			
C15719	Coelichelin	C21H39N7O11	MNXM1108256	cpd11360		80049			
C15720	Lyngbyatoxin	C27H39N3O2	MNXM1100642	cpd11361;cpd33476		80050	CPD-18330		
C15721	Triostin A	C50H62N12O12S2	MNXM740981	cpd11362		80051			
C15722	Quinomycin A	C51H64N12O12S2	MNXM740369	cpd11363		80052			
C15723	Nostocyclopeptide A1	C37H56N8O9	MNXM1108409			80053			
C15724	Nostocyclopeptide A2	C40H54N8O9	MNXM1108411			80054			
C15725	Nostocyclopeptide A3	C41H56N8O9	MNXM1108413			80055			
C15726	Zwittermicin A	C13H28N6O8	MNXM89465	cpd11367		80056	CPD-18237		
C15727	Thiocoraline	C48H56N10O12S6	MNXM726810	cpd11368					
C15728	Chivosazole A	C49H71NO12	MNXM736549	cpd11369		80057			
C15729	Chivosazole B	C48H69NO12	MNXM736551	cpd11370		80058			
C15730	Chivosazole C	C47H67NO12	MNXM736553	cpd11371		80059			
C15731	Chivosazole D	C47H67NO12	MNXM736555	cpd11372		80060			
C15732	Chivosazole E	C46H65NO12	MNXM736557			80061			
C15733	Chivosazole F	C41H57NO8	MNXM736559	cpd11374		80062			
C15734	Patellamide A	C35H50N8O6S2	MNXM68939	cpd11375		80063	CPD-22770		
C15735	Patellamide C	C37H46N8O6S2	MNXM68941	cpd11376		80064	CPD-22772		
C15736	Patellamide B	C38H48N8O6S2	MNXM68940	cpd11377		80065	CPD-22771		
C15737	Patellamide D	C38H48N8O6S2	MNXM68942	cpd11378		80066	CPD-22773		
C15738	Ascidiacyclamide	C36H52N8O6S2	MNXM42786	cpd11379		80067			
C15739	Westiellamide	C27H42N6O6	MNXM89071	cpd11380		80068	CPD-10405		
C15740	Enniatin B	C33H57N3O9	MNXM52099	cpd11381		64649			
C15741	Methylsulfomycin I	C55H54N16O16S2	MNXM61933	cpd11382		80069			
C15742	Cyanopeptolin A	C46H72N10O12	MNXM47974	cpd11383		80070			
C15743	Cyanopeptolin S	C40H63N9O14S	MNXM47975	cpd11384		80071			
C15744	Aeruginopeptin 95A	C56H75N9O17	MNXM735516	cpd11385		80072	CPD-10382		
C15745	Aeruginopeptin 95B	C56H79N9O17	MNXM40380	cpd11386		80073	CPD-10381		
C15746	Aeruginopeptin 228A	C52H68N8O15	MNXM735510	cpd11387		80074	CPD-10384		
C15747	Aeruginopeptin 228B	C52H72N8O15	MNXM40375	cpd11388		80075	CPD-10383		
C15748	Aeruginopeptin 917S-A	C54H72N8O15	MNXM735512	cpd11389		80076	CPD-10387		
C15749	Aeruginopeptin 917S-B	C54H76N8O15	MNXM40377	cpd11390		80077	CPD-10385		
C15750	Aeruginopeptin 917S-C	C51H74N8O14	MNXM735514	cpd11391		80078	CPD-10386		
C15751	Spicamycin	C30H51N7O7	MNXM740543	cpd11392;cpd11395		80079;80082			
C15752	Lienomycin	C67H107NO18	MNXM60101	cpd11393		80080			
C15753	Dihydroalbocycline	C18H30O4	MNXM50739	cpd11394		80081			
C15754	Septacidin	C30H51N7O7	MNXM740543	cpd11392;cpd11395		80079;80082			
C15755	Dihydropicromycin	C28H49NO8	MNXM50806	cpd11396		80083			
C15756	Antibiotic TA	C35H61NO8	MNXM42253	cpd11397;cpd34816		80084	CPD-21473		
C15757	Enniatin B4	C34H59N3O9	MNXM52100	cpd11398		64650			
C15758	Lankacidin C	C25H33NO7	MNXM738660	cpd11399		80085			
C15759	Hedamycin	C41H50N2O11	MNXM55957	cpd11400		43005			
C15760	Pederin	C25H45NO9	MNXM73019	cpd11401		78591	CPD-21471		
C15761	Concanamycin A	C46H75NO14	MNXM1108263						
C15762	Onnamide A	C39H63N5O12	MNXM588488	cpd11403		80086	CPD-21478		
C15763	SW 163C	C52H60N10O14S2	MNXM83172	cpd11404		80087			
C15764	UK 63598	C53H62N10O14S2	MNXM88453	cpd11405;cpd34311		87399	CPD-18542		
C15765	Coronafacic acid	C12H16O3	MNXM47668	cpd11406		80089			
C15766	Halstoctacosanolide A	C48H76O12	MNXM738209	cpd11407		80090			
C15767	4-(L-gamma-Glutamylamino)butanoate	C9H16N2O5	MNXM1406	cpd11408	gg4abut	49260;58800	CPD-9000		
C15769	HBOA	C8H7NO3	MNXM1426	cpd11410		63559	CPD-6364	23636	
C15770	DIBOA	C8H7NO4	MNXM1108040	cpd11411		63558		23637	
C15771	TRIBOA	C8H7NO5	MNXM1107756	cpd11412		63746			
C15772	DIBOA-glucoside	C14H17NO9	MNXM730511	cpd11413;cpd24055		63670;80091	CPD-13811	23639	
C15773	Bleomycin	C50H71N16O21S2R	MNXM94529						
C15774	Bleomycin A	C53H78N17O21S2R	MNXM44485	cpd14511		80092			
C15775	Bleomycin B	C50H72N17O21S2R	MNXM44488	cpd14512		80093			
C15776	4alpha-Methylfecosterol	C29H48O	MNXM737286	cpd14513		80094	CPD-4081		
C15777	Episterol	C28H46O	MNXM52365	cpd14514	epist	23929;50586	EPISTEROL		
C15778	5,7,24(28)-Ergostatrienol	C28H44O	MNXM5738	cpd14515;cpd14516		52972;80095	CPD-700		
C15780	5-Dehydroepisterol	C28H44O	MNXM5738	cpd14515;cpd14516		52972;80095	CPD-700		
C15781	24-Methylenecholesterol	C28H46O	MNXM734746	cpd14517		19812	CPD-706		
C15782	Delta7-Avenasterol	C29H48O	MNXM737159	cpd14518;cpd24468		166888	CPD-4125		
C15783	5-Dehydroavenasterol	C29H46O	MNXM738146			80097			
C15784	Campest-4-en-3beta-ol	C28H48O	MNXM5652	cpd14520		18535	CPD-708		
C15785	Campest-4-en-3-one	C28H46O	MNXM735332	cpd14521		18534	CPD-698	32264	
C15786	5alpha-Campestan-3-one	C28H48O	MNXM735167	cpd14522		18533	CPD-709	32263	
C15787	Campestanol	C28H50O	MNXM736368	cpd14523		36799	CPD-710	27922	
C15788	6alpha-Hydroxycampestanol	C28H50O2	MNXM735261						
C15789	6-Oxocampestanol	C28H48O2	MNXM38924	cpd14525		20747	CPD-713		
C15790	Cathasterone	C28H48O3	MNXM45839	cpd14526		23057	CPD-714		
C15791	Teasterone	C28H48O4	MNXM740747						
C15792	3-Dehydroteasterone	C28H46O4	MNXM734863						
C15793	Typhasterol	C28H48O4	MNXM741027						
C15794	Castasterone	C28H48O5	MNXM736444						
C15795	22alpha-Hydroxy-campesterol	C28H48O2	MNXM735049	cpd14531		72331	CPD-3943	27920	
C15796	22alpha-Hydroxy-campest-4-en-3-one	C28H46O2	MNXM733880	cpd14532		72330	CPD-3945		
C15797	22alpha-Hydroxy-5alpha-campestan-3-one	C28H48O2	MNXM730419	cpd14533		59411	CPD-3946		
C15798	6-Deoxocathasterone	C28H50O2	MNXM735214	cpd14534		20714	CPD-712	27921	
C15799	6-Deoxoteasterone	C28H50O3	MNXM735213						
C15800	3-Dehydro-6-deoxoteasterone	C28H48O3	MNXM732214						
C15801	6-Deoxotyphasterol	C28H50O3	MNXM732429						
C15802	6-Deoxocastasterone	C28H50O4	MNXM735211						
C15803	6alpha-Hydroxy-castasterone	C28H50O5	MNXM739733			80098			
C15804	p-Hydroxyphenyl lignin		MNXM12567	cpd14540		64474			
C15805	Guaiacyl lignin		MNXM11732	cpd14541		64475			
C15806	Syringyl lignin		MNXM83214	cpd14542		64476			
C15807	5-Hydroxy-guaiacyl lignin		MNXM10314	cpd14543		80099			
C15808	4alpha-Methylzymosterol-4-carboxylate	C29H46O3	MNXM732410	cpd14544	4mzym_int1	168659;50591;64925	CPD-4577		
C15809	Iminoglycine	C2H3NO2	MNXM1984	cpd14545	dhgly	53647;53664;77846	CPD-12279		
C15810	Sulfur-carrier protein	C4H7N2O3R	MNXM10846						
C15811	[Enzyme]-cysteine	C4H6N2O2SR2	MNXM96100						
C15812	[Enzyme]-S-sulfanylcysteine	C4H6N2O2S2R2	MNXM3891						
C15813	Adenylyl-[sulfur-carrier protein]	C14H19N7O9PR	MNXM7140						
C15814	Thiocarboxy-[sulfur-carrier protein]	C4H7N2O2SR	MNXM730270			90619	Thiocarboxyadenylated-ThiS-Proteins		
C15816	3-Keto-4-methylzymosterol	C28H44O	MNXM730540	cpd14552	4mzym_int2	136486;50593	CPD-4578		R-ALL-194667
C15817	Heme C	C40H46FeN6O8S2	MNXM737471						
C15818	Soraphen O	C18H28O4	MNXM82479	cpd14554		80104			
C15819	FK463	C56H70N9O23S. Na	MNXM157968	cpd14555		80105			
C15820	Teicoplanin	C58H42Cl2N7O18(R1)(R2)(R3)	MNXM740750						
C15821	Rimocidine	C39H61NO14	MNXM80974	cpd14557		80106			
C15822	CE-108	C37H57NO14	MNXM45928	cpd14558		80107			
C15823	Progeldanamycin	C27H41NO6	MNXM78127	cpd14559		80108			
C15824	Cephabacin F3	C32H51N11O13S	MNXM46058	cpd14560		80109			
C15825	BT1583		MNXM44867	cpd14561		80110			
C15826	Jamaicamide		MNXM58508	cpd14562		80111			
C15827	Obscurin		MNXM20050	cpd14563		80112			
C15828	Syringopeptin		MNXM83231	cpd14564		80113			
C15829	Glycopeptidelipid		MNXM55398	cpd14565		80114			
C15830	Gramicidin A		MNXM55646	cpd14566		80115	CPD-10415		
C15831	A54145		MNXM39860	cpd14567		80116			
C15834	Narasin B	C43H70O11	MNXM39858	cpd14568		80117			
C15835	Axenomycin		MNXM43075	cpd14569		80118			
C15838	TMC-151		MNXM87341	cpd14570		80119			
C15839	Antibiotic K41		MNXM42252	cpd14571		80120			
C15840	Neocarzilin		MNXM64348	cpd14572		80121			
C15841	Luzopeptin		MNXM60687	cpd14573		80122			
C15842	Lipomycin	C32H45NO9	MNXM60214	cpd14574		80123			
C15844	Elaiophylin	C54H88O18	MNXM51895	cpd14575		77879			
C15845	Arenomycin B		MNXM42559	cpd14576		80124			
C15846	Isomigrastatin	C27H39NO7	MNXM58030	cpd14577		80125			
C15847	X-206	C47H82O14	MNXM89109	cpd14578		80126			
C15848	Angiotensin III	C46H66N12O9	MNXM42096	cpd14579		89666	CPD-23973	28013	
C15849	Angiotensin IV	C40H54N8O8	MNXM42097	cpd14580		80127	CPD-23974		
C15850	Angiotensin (1-7)	C41H62N12O11	MNXM5180	cpd14581		55438;58922	CPD-12083	28358	
C15851	Angiotensin (1-9)	C56H78N16O13	MNXM1105041			147351;80128			
C15852	Angiotensin (1-5)	C30H48N8O9	MNXM1105079			147375	CPD-23975		
C15853	Dehydrospermidine	C7H17N3	MNXM4697	cpd14584	CE5586	48007;58732	CPD-14378		
C15854	N-(4-Aminobutylidene)-[eIF5A-precursor]-lysine	C11H20N4O2R2	MNXM6342	cpd14585		80130	N-4-aminobutylidene-eIF5A-lysine		
C15855	Apelin-13		MNXM1105088						
C15856	Apelin-36		MNXM42307	cpd14587		80132			
C15857	9,9'-dicis-zeta-Carotene	C40H60	MNXM2796	cpd14588		48716	CPD-7526		
C15858	7,9,7',9'-tetracis-Lycopene	C40H56	MNXM1094326	cpd14589	ttclyco	62466	CPD-7496		
C15859	1'-Hydroxy-gamma-carotene	C40H58O	MNXM5397	cpd14590;cpd37295		80133	CPD-11446		
C15860	1'-Hydroxytorulene	C40H56O	MNXM5398	cpd14591		80134	CPD-17309		
C15861	1'-Hydroxy-gamma-carotene glucoside	C46H68O6	MNXM6567	cpd14592		80135			
C15862	Buccalin		MNXM44869	cpd14593		80136			
C15863	Cerebellin		MNXM46137	cpd14594		80137			
C15864	1'-Hydroxy-gamma-carotene glucoside ester	C47H67O7R	MNXM9517	cpd14595		80138			
C15865	Neuromedin B		MNXM731102						
C15866	Neuromedin C		MNXM64495	cpd14597		80140			
C15867	3,4-Dehydrolycopene	C40H54	MNXM2500	cpd14598		62474	CPD-12932		
C15868	Neuromedin N		MNXM1103732						
C15869	Neuromedin U		MNXM64502	cpd14600		80142			
C15871	Nocistatin		MNXM64829	cpd14602		80143			
C15872	Kinetensin		MNXM1105077						
C15873	Kassinin		MNXM58964	cpd14604		80145			
C15874	3,4-Dehydrorhodopin	C40H56O	MNXM3123	cpd14605		62481	CPD-12611		
C15875	Kemptide		MNXM59012	cpd14606		80146			
C15876	Katacalcin		MNXM58966	cpd14607		80147			
C15877	Anhydrorhodovibrin	C41H58O	MNXM5620	cpd14608		80148	CPD-12612		
C15878	Rhodovibrin	C41H60O2	MNXM5919	cpd14609		80149	CPD-12613		
C15879	Hydroxyspirilloxanthin	C41H58O2	MNXM5789	cpd14610		80150	CPD-12614		
C15880	Allatostatin I		MNXM40807	cpd14611		80151			
C15881	Spirilloxanthin	C42H60O2	MNXM5931	cpd14612		35328	CPD-12615		
C15882	2-Methyl-6-phytylquinol	C27H46O2	MNXM3160	cpd14613	2m6phol	75920	MPBQ		
C15883	2,3-Dimethyl-5-phytylquinol	C28H48O2	MNXM4266	cpd14614	23dmphol	75921	DMPBQ		
C15884	2-Ketospirilloxanthin	C42H58O3	MNXM5487	cpd14615		64792	CPD-12616		
C15885	2,2'-Diketospirilloxanthin	C42H56O4	MNXM8037	cpd14616		64793	CPD-12617		
C15886	3,4-Dihydroanhydrorhodovibrin	C41H60O	MNXM6771	cpd14617		80152			
C15887	3',4'-Dihydrorhodovibrin	C41H62O2	MNXM6766	cpd14618		80153			
C15888	3,4,3',4'-Tetrahydrospirilloxanthin	C42H64O2	MNXM9945	cpd14619		80154			
C15889	Dermaseptin		MNXM49142	cpd14620		80155			
C15890	Endomorphin-1		MNXM52065	cpd14621		177580;80156			
C15891	Endomorphin-2		MNXM52066	cpd14622		80157			
C15892	Chloroxanthin	C40H60O	MNXM1108131			138077			
C15893	Exendin-3		MNXM53026	cpd14624		75469			
C15894	Exendin-4		MNXM53027	cpd14625		64073			
C15895	3,4-Dihydrospheroidene	C41H62O	MNXM740016			45707			
C15897	Fibrinogen binding inhibitor peptide		MNXM53343	cpd14627		80159			
C15898	Demethylspheroidene	C40H58O	MNXM733417			62505		31987	
C15899	Fibrinogen binding peptide		MNXM53344	cpd14629		80160			
C15900	Spheroidene	C41H60O	MNXM2433	cpd14630		35330	CPD-11468	31774	
C15901	Galanin		MNXM54196	cpd14631		80161			
C15902	Hydroxyspheroidene	C41H62O2	MNXM727855	cpd14632		80162	CPD-11467	31773	
C15903	Spheroidenone	C41H58O2	MNXM6437	cpd14633		62480	CPD-11466		
C15904	Galantide		MNXM54200	cpd14634		80163			
C15905	Hydroxyspheroidenone	C41H60O3	MNXM7442	cpd14635		80164	CPD-17308		
C15906	Glucose-dependent insulinotropic peptide		MNXM55182	cpd14636		80165			
C15907	1',2'-Dihydro-gamma-carotene	C40H58	MNXM9515	cpd14637		80166			
C15908	Chlorobactene	C40H52	MNXM7163	cpd14638		80167	CPD-20625		
C15910	1',2'-Dihydrochlorobactene	C40H54	MNXM9516	cpd14639		80168			
C15911	Hydroxychlorobactene	C40H54O	MNXM7439	cpd14640		80169	CPD-20627		
C15912	Granuliberin R		MNXM55664	cpd14641		80170			
C15913	HA Peptide		MNXM55816	cpd14642		80171			
C15914	Hydroxychlorobactene glucoside	C46H64O6	MNXM65410	cpd14643		80172	CPD-20628		
C15915	4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol	C29H50O	MNXM5534	cpd14644	CE2314	87044	CPD-8610		
C15916	Helospectin I		MNXM56003	cpd14645		80174			
C15917	Hydroxychlorobactene glucoside ester	C47H63O7R	MNXM11840	cpd14646		80175			
C15918	Helospectin II		MNXM56004	cpd14647		80176			
C15919	Myxol	C40H56O3	MNXM736626			80177			
C15920	Heparin binding peptide		MNXM56074	cpd14649		80178			
C15921	Histatin 5		MNXM56567	cpd14650		80179			
C15922	Indolicidin		MNXM57359	cpd14651		80180			
C15923	L-Gulose	C6H12O6	MNXM735566	cpd14652		37704	L-gulopyranose		
C15924	L-Gulose 1-phosphate	C6H13O9P	MNXM727304			80181			
C15925	GDP-L-gulose	C16H25N5O16P2	MNXM730867	cpd14654		149550;80182	CPD-7078		
C15926	beta-L-Galactose 1-phosphate	C6H13O9P	MNXM739961	cpd14655;cpd26629		53072;75522	CPDQT-4		
C15927	Leucokinin I	C41H53N11O12	MNXM59959	cpd14656		80183			
C15928	4-Ketomyxol	C40H54O4	MNXM6895	cpd14657		80184			
C15929	Leucokinin VIII		MNXM59960	cpd14658		80185			
C15930	L-Galactonate	C6H12O7	MNXM636	cpd14659	galctn__L	37425;53071	CPD0-1083	24860	
C15931	Magainin 1		MNXM60914	cpd14660		80186			
C15932	4-Hydroxymyxol	C40H56O4	MNXM6889	cpd14661		80187			
C15933	Deoxymyxol	C40H56O2	MNXM5902	cpd14662		80188			
C15935	(2'S)-Deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)	C48H70O6	MNXM1107430	cpd14663		80189	CPD-17673		
C15936	Magainin 2		MNXM60915	cpd14664		80190			
C15937	(3R,2'S)-Myxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)	C48H70O7	MNXM1107508			80191	CPD-17672		
C15938	MAGE-3 (271 - 279)		MNXM60918	cpd14666		80192			
C15940	(2'S)-Deoxymyxol 2'-alpha-L-fucoside	C46H66O6	MNXM6504	cpd14667		80193			
C15941	(3R,2'S)-Myxol 2'-alpha-L-fucoside	C46H66O7	MNXM6336	cpd14668		80194			
